
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
17/02/2019 14:00,17/02/2019 14:00,0.31,0.235,0.119,11.821,,,,,,,,,,,,,
17/02/2019 15:00,17/02/2019 15:00,0.088,0.033,0.077,11.018,,,,,,,,,,,,,
17/02/2019 16:00,17/02/2019 16:00,0.019,0.008,0.025,9.899,,,,,,,,,,,,,
17/02/2019 17:00,17/02/2019 17:00,0,0,0,8.739,,,,,,,,,,,,,
17/02/2019 18:00,17/02/2019 18:00,0,0,0,8.019,,,,,,,,,,,,,
17/02/2019 19:00,17/02/2019 19:00,0,0,0,7.554,,,,,,,,,,,,,
17/02/2019 20:00,17/02/2019 20:00,0,0,0,7.195,,,,,,,,,,,,,
17/02/2019 21:00,17/02/2019 21:00,0,0,0,6.84,,,,,,,,,,,,,
17/02/2019 22:00,17/02/2019 22:00,0,0,0,6.579,,,,,,,,,,,,,
17/02/2019 23:00,17/02/2019 23:00,0,0,0,6.449,,,,,,,,,,,,,
18/02/2019 00:00,18/02/2019 00:00,0,0,0,6.344,,,,,,,,,,,,,
18/02/2019 01:00,18/02/2019 01:00,0,0,0,6.199,,,,,,,,,,,,,
18/02/2019 02:00,18/02/2019 02:00,0,0,0,6.084,,,,,,,,,,,,,
18/02/2019 03:00,18/02/2019 03:00,0,0,0,6.041,,,,,,,,,,,,,
18/02/2019 04:00,18/02/2019 04:00,0,0,0,5.976,,,,,,,,,,,,,
18/02/2019 05:00,18/02/2019 05:00,0,0,0,5.985,,,,,,,,,,,,,
18/02/2019 06:00,18/02/2019 06:00,0,0,0,6.007,,,,,,,,,,,,,
18/02/2019 07:00,18/02/2019 07:00,0.002,0.001,0.009,6.181,,,,,,,,,,,,,
18/02/2019 08:00,18/02/2019 08:00,0.031,0.003,0.042,6.758,,,,,,,,,,,,,
18/02/2019 09:00,18/02/2019 09:00,0.07,0.008,0.081,7.418,,,,,,,,,,,,,
18/02/2019 10:00,18/02/2019 10:00,0.102,0.012,0.112,7.994,,,,,,,,,,,,,
18/02/2019 11:00,18/02/2019 11:00,0.107,0.011,0.117,8.051,,,,,,,,,,,,,
18/02/2019 12:00,18/02/2019 12:00,0.095,0.008,0.107,7.868,,,,,,,,,,,,,
18/02/2019 13:00,18/02/2019 13:00,0.081,0.006,0.094,7.704,,,,,,,,,,,,,
18/02/2019 14:00,18/02/2019 14:00,0.059,0.005,0.072,7.539,,,,,,,,,,,,,
18/02/2019 15:00,18/02/2019 15:00,0.033,0.003,0.045,7.271,,,,,,,,,,,,,
18/02/2019 16:00,18/02/2019 16:00,0.009,0.001,0.017,6.793,,,,,,,,,,,,,
18/02/2019 17:00,18/02/2019 17:00,0,0,0,6.07,,,,,,,,,,,,,
18/02/2019 18:00,18/02/2019 18:00,0,0,0,5.575,,,,,,,,,,,,,
18/02/2019 19:00,18/02/2019 19:00,0,0,0,5.03,,,,,,,,,,,,,
18/02/2019 20:00,18/02/2019 20:00,0,0,0,4.427,,,,,,,,,,,,,
18/02/2019 21:00,18/02/2019 21:00,0,0,0,3.821,,,,,,,,,,,,,
18/02/2019 22:00,18/02/2019 22:00,0,0,0,3.333,,,,,,,,,,,,,
18/02/2019 23:00,18/02/2019 23:00,0,0,0,3.153,,,,,,,,,,,,,
19/02/2019 00:00,19/02/2019 00:00,0,0,0,3.234,,,,,,,,,,,,,
19/02/2019 01:00,19/02/2019 01:00,0,0,0,3.325,,,,,,,,,,,,,
19/02/2019 02:00,19/02/2019 02:00,0,0,0,3.493,,,,,,,,,,,,,
19/02/2019 03:00,19/02/2019 03:00,0,0,0,3.63,,,,,,,,,,,,,
19/02/2019 04:00,19/02/2019 04:00,0,0,0,3.754,,,,,,,,,,,,,
19/02/2019 05:00,19/02/2019 05:00,0,0,0,3.801,,,,,,,,,,,,,
19/02/2019 06:00,19/02/2019 06:00,0,0,0,3.729,,,,,,,,,,,,,
19/02/2019 07:00,19/02/2019 07:00,0.005,0.002,0.012,3.714,,,,,,,,,,,,,
19/02/2019 08:00,19/02/2019 08:00,0.048,0.009,0.055,4.066,,,,,,,,,,,,,
19/02/2019 09:00,19/02/2019 09:00,0.096,0.019,0.096,4.781,,,,,,,,,,,,,
19/02/2019 10:00,19/02/2019 10:00,0.227,0.093,0.16,6.042,,,,,,,,,,,,,
19/02/2019 11:00,19/02/2019 11:00,0.385,0.258,0.173,7.484,,,,,,,,,,,,,
19/02/2019 12:00,19/02/2019 12:00,0.404,0.286,0.17,8.476,,,,,,,,,,,,,
19/02/2019 13:00,19/02/2019 13:00,0.28,0.149,0.166,8.777,,,,,,,,,,,,,
19/02/2019 14:00,19/02/2019 14:00,0.204,0.094,0.138,8.75,,,,,,,,,,,,,
19/02/2019 15:00,19/02/2019 15:00,0.085,0.025,0.08,8.182,,,,,,,,,,,,,
19/02/2019 16:00,19/02/2019 16:00,0.018,0.005,0.026,7.117,,,,,,,,,,,,,
19/02/2019 17:00,19/02/2019 17:00,0,0,0,6.054,,,,,,,,,,,,,
19/02/2019 18:00,19/02/2019 18:00,0,0,0,5.518,,,,,,,,,,,,,
19/02/2019 19:00,19/02/2019 19:00,0,0,0,5.168,,,,,,,,,,,,,
19/02/2019 20:00,19/02/2019 20:00,0,0,0,5.053,,,,,,,,,,,,,
19/02/2019 21:00,19/02/2019 21:00,0,0,0,4.937,,,,,,,,,,,,,
19/02/2019 22:00,19/02/2019 22:00,0,0,0,4.812,,,,,,,,,,,,,
19/02/2019 23:00,19/02/2019 23:00,0,0,0,4.856,,,,,,,,,,,,,
20/02/2019 00:00,20/02/2019 00:00,0,0,0,4.925,,,,,,,,,,,,,
20/02/2019 01:00,20/02/2019 01:00,0,0,0,4.951,,,,,,,,,,,,,
20/02/2019 02:00,20/02/2019 02:00,0,0,0,4.876,,,,,,,,,,,,,
20/02/2019 03:00,20/02/2019 03:00,0,0,0,4.748,,,,,,,,,,,,,
20/02/2019 04:00,20/02/2019 04:00,0,0,0,4.746,,,,,,,,,,,,,
20/02/2019 05:00,20/02/2019 05:00,0,0,0,4.818,,,,,,,,,,,,,
20/02/2019 06:00,20/02/2019 06:00,0,0,0,4.961,,,,,,,,,,,,,
20/02/2019 07:00,20/02/2019 07:00,0.026,0.017,0.022,5.211,,,,,,,,,,,,,
20/02/2019 08:00,20/02/2019 08:00,0.147,0.091,0.078,6.453,,,,,,,,,,,,,
20/02/2019 09:00,20/02/2019 09:00,0.345,0.282,0.103,7.963,,,,,,,,,,,,,
20/02/2019 10:00,20/02/2019 10:00,0.481,0.442,0.108,9.289,,,,,,,,,,,,,
20/02/2019 11:00,20/02/2019 11:00,0.573,0.567,0.102,10.114,,,,,,,,,,,,,
20/02/2019 12:00,20/02/2019 12:00,0.581,0.582,0.1,10.598,,,,,,,,,,,,,
20/02/2019 13:00,20/02/2019 13:00,0.503,0.475,0.107,10.682,,,,,,,,,,,,,
20/02/2019 14:00,20/02/2019 14:00,0.305,0.226,0.119,10.24,,,,,,,,,,,,,
20/02/2019 15:00,20/02/2019 15:00,0.132,0.067,0.088,9.476,,,,,,,,,,,,,
20/02/2019 16:00,20/02/2019 16:00,0.022,0.008,0.028,8.482,,,,,,,,,,,,,
20/02/2019 17:00,20/02/2019 17:00,0,0,0,7.194,,,,,,,,,,,,,
20/02/2019 18:00,20/02/2019 18:00,0,0,0,6.527,,,,,,,,,,,,,
20/02/2019 19:00,20/02/2019 19:00,0,0,0,6.252,,,,,,,,,,,,,
20/02/2019 20:00,20/02/2019 20:00,0,0,0,6.134,,,,,,,,,,,,,
20/02/2019 21:00,20/02/2019 21:00,0,0,0,6.005,,,,,,,,,,,,,
20/02/2019 22:00,20/02/2019 22:00,0,0,0,5.983,,,,,,,,,,,,,
20/02/2019 23:00,20/02/2019 23:00,0,0,0,6.09,,,,,,,,,,,,,
21/02/2019 00:00,21/02/2019 00:00,0,0,0,5.988,,,,,,,,,,,,,
21/02/2019 01:00,21/02/2019 01:00,0,0,0,6.071,,,,,,,,,,,,,
21/02/2019 02:00,21/02/2019 02:00,0,0,0,6.22,,,,,,,,,,,,,
21/02/2019 03:00,21/02/2019 03:00,0,0,0,6.369,,,,,,,,,,,,,
21/02/2019 04:00,21/02/2019 04:00,0,0,0,6.48,,,,,,,,,,,,,
21/02/2019 05:00,21/02/2019 05:00,0,0,0,6.51,,,,,,,,,,,,,
21/02/2019 06:00,21/02/2019 06:00,0,0,0,6.584,,,,,,,,,,,,,
21/02/2019 07:00,21/02/2019 07:00,0.017,0.009,0.021,6.688,,,,,,,,,,,,,
21/02/2019 08:00,21/02/2019 08:00,0.078,0.028,0.069,7.349,,,,,,,,,,,,,
21/02/2019 09:00,21/02/2019 09:00,0.215,0.124,0.119,8.623,,,,,,,,,,,,,
21/02/2019 10:00,21/02/2019 10:00,0.544,0.543,0.09,10.484,,,,,,,,,,,,,
21/02/2019 11:00,21/02/2019 11:00,0.619,0.656,0.083,11.886,,,,,,,,,,,,,
21/02/2019 12:00,21/02/2019 12:00,0.617,0.657,0.084,12.727,,,,,,,,,,,,,
21/02/2019 13:00,21/02/2019 13:00,0.565,0.59,0.081,13.089,,,,,,,,,,,,,
21/02/2019 14:00,21/02/2019 14:00,0.458,0.458,0.075,12.953,,,,,,,,,,,,,
21/02/2019 15:00,21/02/2019 15:00,0.293,0.27,0.064,12.294,,,,,,,,,,,,,
21/02/2019 16:00,21/02/2019 16:00,0.087,0.072,0.037,10.043,,,,,,,,,,,,,
21/02/2019 17:00,21/02/2019 17:00,0,0,0.001,7.401,,,,,,,,,,,,,
21/02/2019 18:00,21/02/2019 18:00,0,0,0,6.689,,,,,,,,,,,,,
21/02/2019 19:00,21/02/2019 19:00,0,0,0,6.217,,,,,,,,,,,,,
21/02/2019 20:00,21/02/2019 20:00,0,0,0,5.965,,,,,,,,,,,,,
21/02/2019 21:00,21/02/2019 21:00,0,0,0,5.77,,,,,,,,,,,,,
21/02/2019 22:00,21/02/2019 22:00,0,0,0,5.852,,,,,,,,,,,,,
21/02/2019 23:00,21/02/2019 23:00,0,0,0,5.826,,,,,,,,,,,,,
22/02/2019 00:00,22/02/2019 00:00,0,0,0,5.577,,,,,,,,,,,,,
22/02/2019 01:00,22/02/2019 01:00,0,0,0,5.117,,,,,,,,,,,,,
22/02/2019 02:00,22/02/2019 02:00,0,0,0,4.933,,,,,,,,,,,,,
22/02/2019 03:00,22/02/2019 03:00,0,0,0,4.906,,,,,,,,,,,,,
22/02/2019 04:00,22/02/2019 04:00,0,0,0,4.796,,,,,,,,,,,,,
22/02/2019 05:00,22/02/2019 05:00,0,0,0,4.66,,,,,,,,,,,,,
22/02/2019 06:00,22/02/2019 06:00,0,0,0,4.516,,,,,,,,,,,,,
22/02/2019 07:00,22/02/2019 07:00,0.014,0.006,0.02,4.523,,,,,,,,,,,,,
22/02/2019 08:00,22/02/2019 08:00,0.073,0.022,0.069,5.027,,,,,,,,,,,,,
22/02/2019 09:00,22/02/2019 09:00,0.199,0.097,0.127,6.197,,,,,,,,,,,,,
22/02/2019 10:00,22/02/2019 10:00,0.388,0.293,0.142,7.842,,,,,,,,,,,,,
22/02/2019 11:00,22/02/2019 11:00,0.541,0.508,0.118,9.465,,,,,,,,,,,,,
22/02/2019 12:00,22/02/2019 12:00,0.62,0.642,0.093,10.705,,,,,,,,,,,,,
22/02/2019 13:00,22/02/2019 13:00,0.574,0.59,0.086,11.361,,,,,,,,,,,,,
22/02/2019 14:00,22/02/2019 14:00,0.46,0.449,0.081,11.527,,,,,,,,,,,,,
22/02/2019 15:00,22/02/2019 15:00,0.293,0.263,0.07,11.031,,,,,,,,,,,,,
22/02/2019 16:00,22/02/2019 16:00,0.088,0.069,0.04,8.883,,,,,,,,,,,,,
22/02/2019 17:00,22/02/2019 17:00,0,0,0.001,6.314,,,,,,,,,,,,,
22/02/2019 18:00,22/02/2019 18:00,0,0,0,5.771,,,,,,,,,,,,,
22/02/2019 19:00,22/02/2019 19:00,0,0,0,5.521,,,,,,,,,,,,,
22/02/2019 20:00,22/02/2019 20:00,0,0,0,5.389,,,,,,,,,,,,,
22/02/2019 21:00,22/02/2019 21:00,0,0,0,5.053,,,,,,,,,,,,,
22/02/2019 22:00,22/02/2019 22:00,0,0,0,5.028,,,,,,,,,,,,,
22/02/2019 23:00,22/02/2019 23:00,0,0,0,5.318,,,,,,,,,,,,,
23/02/2019 00:00,23/02/2019 00:00,0,0,0,5.407,,,,,,,,,,,,,
23/02/2019 01:00,23/02/2019 01:00,0,0,0,5.554,,,,,,,,,,,,,
23/02/2019 02:00,23/02/2019 02:00,0,0,0,5.567,,,,,,,,,,,,,
23/02/2019 03:00,23/02/2019 03:00,0,0,0,5.607,,,,,,,,,,,,,
23/02/2019 04:00,23/02/2019 04:00,0,0,0,5.523,,,,,,,,,,,,,
23/02/2019 05:00,23/02/2019 05:00,0,0,0,5.415,,,,,,,,,,,,,
23/02/2019 06:00,23/02/2019 06:00,0,0,0,5.281,,,,,,,,,,,,,
23/02/2019 07:00,23/02/2019 07:00,0.008,0.003,0.016,5.233,,,,,,,,,,,,,
23/02/2019 08:00,23/02/2019 08:00,0.048,0.009,0.056,5.561,,,,,,,,,,,,,
23/02/2019 09:00,23/02/2019 09:00,0.1,0.02,0.1,6.399,,,,,,,,,,,,,
23/02/2019 10:00,23/02/2019 10:00,0.194,0.07,0.151,8.267,,,,,,,,,,,,,
23/02/2019 11:00,23/02/2019 11:00,0.61,0.614,0.107,10.829,,,,,,,,,,,,,
23/02/2019 12:00,23/02/2019 12:00,0.612,0.634,0.097,12.426,,,,,,,,,,,,,
23/02/2019 13:00,23/02/2019 13:00,0.557,0.566,0.095,13.325,,,,,,,,,,,,,
23/02/2019 14:00,23/02/2019 14:00,0.448,0.432,0.088,13.417,,,,,,,,,,,,,
23/02/2019 15:00,23/02/2019 15:00,0.281,0.246,0.076,12.859,,,,,,,,,,,,,
23/02/2019 16:00,23/02/2019 16:00,0.084,0.062,0.043,10.534,,,,,,,,,,,,,
23/02/2019 17:00,23/02/2019 17:00,0,0,0.001,7.789,,,,,,,,,,,,,
23/02/2019 18:00,23/02/2019 18:00,0,0,0,6.95,,,,,,,,,,,,,
23/02/2019 19:00,23/02/2019 19:00,0,0,0,6.468,,,,,,,,,,,,,
23/02/2019 20:00,23/02/2019 20:00,0,0,0,6.223,,,,,,,,,,,,,
23/02/2019 21:00,23/02/2019 21:00,0,0,0,6.132,,,,,,,,,,,,,
23/02/2019 22:00,23/02/2019 22:00,0,0,0,5.879,,,,,,,,,,,,,
23/02/2019 23:00,23/02/2019 23:00,0,0,0,5.515,,,,,,,,,,,,,
24/02/2019 00:00,24/02/2019 00:00,0,0,0,5.224,,,,,,,,,,,,,
24/02/2019 01:00,24/02/2019 01:00,0,0,0,5.01,,,,,,,,,,,,,
24/02/2019 02:00,24/02/2019 02:00,0,0,0,4.692,,,,,,,,,,,,,
24/02/2019 03:00,24/02/2019 03:00,0,0,0,4.567,,,,,,,,,,,,,
24/02/2019 04:00,24/02/2019 04:00,0,0,0,4.461,,,,,,,,,,,,,
24/02/2019 05:00,24/02/2019 05:00,0,0,0,4.428,,,,,,,,,,,,,
24/02/2019 06:00,24/02/2019 06:00,0,0,0,4.35,,,,,,,,,,,,,
24/02/2019 07:00,24/02/2019 07:00,0.011,0.004,0.018,4.197,,,,,,,,,,,,,
24/02/2019 08:00,24/02/2019 08:00,0.063,0.015,0.065,4.524,,,,,,,,,,,,,
24/02/2019 09:00,24/02/2019 09:00,0.182,0.08,0.125,5.684,,,,,,,,,,,,,
24/02/2019 10:00,24/02/2019 10:00,0.552,0.537,0.099,8.052,,,,,,,,,,,,,
24/02/2019 11:00,24/02/2019 11:00,0.659,0.706,0.08,10.191,,,,,,,,,,,,,
24/02/2019 12:00,24/02/2019 12:00,0.656,0.712,0.079,12.109,,,,,,,,,,,,,
24/02/2019 13:00,24/02/2019 13:00,0.603,0.645,0.077,12.999,,,,,,,,,,,,,
24/02/2019 14:00,24/02/2019 14:00,0.494,0.506,0.072,13.236,,,,,,,,,,,,,
24/02/2019 15:00,24/02/2019 15:00,0.32,0.302,0.065,12.648,,,,,,,,,,,,,
24/02/2019 16:00,24/02/2019 16:00,0.109,0.09,0.041,10.01,,,,,,,,,,,,,
24/02/2019 17:00,24/02/2019 17:00,0,0.001,0.002,7.29,,,,,,,,,,,,,
24/02/2019 18:00,24/02/2019 18:00,0,0,0,6.074,,,,,,,,,,,,,
24/02/2019 19:00,24/02/2019 19:00,0,0,0,5.103,,,,,,,,,,,,,
24/02/2019 20:00,24/02/2019 20:00,0,0,0,4.164,,,,,,,,,,,,,
24/02/2019 21:00,24/02/2019 21:00,0,0,0,3.216,,,,,,,,,,,,,
24/02/2019 22:00,24/02/2019 22:00,0,0,0,2.352,,,,,,,,,,,,,
24/02/2019 23:00,24/02/2019 23:00,0,0,0,1.657,,,,,,,,,,,,,
25/02/2019 00:00,25/02/2019 00:00,0,0,0,1.09,,,,,,,,,,,,,
25/02/2019 01:00,25/02/2019 01:00,0,0,0,0.768,,,,,,,,,,,,,
25/02/2019 02:00,25/02/2019 02:00,0,0,0,0.767,,,,,,,,,,,,,
25/02/2019 03:00,25/02/2019 03:00,0,0,0,0.73,,,,,,,,,,,,,
25/02/2019 04:00,25/02/2019 04:00,0,0,0,0.421,,,,,,,,,,,,,
25/02/2019 05:00,25/02/2019 05:00,0,0,0,0.092,,,,,,,,,,,,,
25/02/2019 06:00,25/02/2019 06:00,0,0,0,-0.16,,,,,,,,,,,,,
25/02/2019 07:00,25/02/2019 07:00,0.115,0.101,0.032,0.981,,,,,,,,,,,,,
25/02/2019 08:00,25/02/2019 08:00,0.34,0.321,0.052,4.402,,,,,,,,,,,,,
25/02/2019 09:00,25/02/2019 09:00,0.515,0.524,0.059,6.448,,,,,,,,,,,,,
25/02/2019 10:00,25/02/2019 10:00,0.624,0.669,0.064,8.84,,,,,,,,,,,,,
25/02/2019 11:00,25/02/2019 11:00,0.673,0.745,0.067,11.419,,,,,,,,,,,,,
25/02/2019 12:00,25/02/2019 12:00,0.666,0.745,0.068,13.483,,,,,,,,,,,,,
25/02/2019 13:00,25/02/2019 13:00,0.611,0.671,0.067,14.141,,,,,,,,,,,,,
25/02/2019 14:00,25/02/2019 14:00,0.502,0.529,0.063,14.15,,,,,,,,,,,,,
25/02/2019 15:00,25/02/2019 15:00,0.337,0.331,0.056,13.305,,,,,,,,,,,,,
25/02/2019 16:00,25/02/2019 16:00,0.125,0.111,0.039,10.571,,,,,,,,,,,,,
25/02/2019 17:00,25/02/2019 17:00,0,0.002,0.002,8.05,,,,,,,,,,,,,
25/02/2019 18:00,25/02/2019 18:00,0,0,0,6.914,,,,,,,,,,,,,
25/02/2019 19:00,25/02/2019 19:00,0,0,0,6.006,,,,,,,,,,,,,
25/02/2019 20:00,25/02/2019 20:00,0,0,0,5.206,,,,,,,,,,,,,
25/02/2019 21:00,25/02/2019 21:00,0,0,0,4.452,,,,,,,,,,,,,
25/02/2019 22:00,25/02/2019 22:00,0,0,0,3.753,,,,,,,,,,,,,
25/02/2019 23:00,25/02/2019 23:00,0,0,0,3.182,,,,,,,,,,,,,
26/02/2019 00:00,26/02/2019 00:00,0,0,0,2.733,,,,,,,,,,,,,
26/02/2019 01:00,26/02/2019 01:00,0,0,0,2.47,,,,,,,,,,,,,
26/02/2019 02:00,26/02/2019 02:00,0,0,0,2.607,,,,,,,,,,,,,
26/02/2019 03:00,26/02/2019 03:00,0,0,0,3.009,,,,,,,,,,,,,
26/02/2019 04:00,26/02/2019 04:00,0,0,0,3.255,,,,,,,,,,,,,
26/02/2019 05:00,26/02/2019 05:00,0,0,0,3.082,,,,,,,,,,,,,
26/02/2019 06:00,26/02/2019 06:00,0,0,0,2.408,,,,,,,,,,,,,
26/02/2019 07:00,26/02/2019 07:00,0.128,0.114,0.032,2.836,,,,,,,,,,,,,
26/02/2019 08:00,26/02/2019 08:00,0.342,0.327,0.053,6.044,,,,,,,,,,,,,
26/02/2019 09:00,26/02/2019 09:00,0.506,0.515,0.062,8.071,,,,,,,,,,,,,
26/02/2019 10:00,26/02/2019 10:00,0.616,0.661,0.067,10.175,,,,,,,,,,,,,
26/02/2019 11:00,26/02/2019 11:00,0.666,0.739,0.069,12.499,,,,,,,,,,,,,
26/02/2019 12:00,26/02/2019 12:00,0.658,0.736,0.071,14.63,,,,,,,,,,,,,
26/02/2019 13:00,26/02/2019 13:00,0.606,0.666,0.069,15.164,,,,,,,,,,,,,
26/02/2019 14:00,26/02/2019 14:00,0.5,0.527,0.065,15.005,,,,,,,,,,,,,
26/02/2019 15:00,26/02/2019 15:00,0.332,0.323,0.06,14.07,,,,,,,,,,,,,
26/02/2019 16:00,26/02/2019 16:00,0.123,0.107,0.041,11.311,,,,,,,,,,,,,
26/02/2019 17:00,26/02/2019 17:00,0,0.002,0.003,8.569,,,,,,,,,,,,,
26/02/2019 18:00,26/02/2019 18:00,0,0,0,7.274,,,,,,,,,,,,,
26/02/2019 19:00,26/02/2019 19:00,0,0,0,6.333,,,,,,,,,,,,,
26/02/2019 20:00,26/02/2019 20:00,0,0,0,5.526,,,,,,,,,,,,,
26/02/2019 21:00,26/02/2019 21:00,0,0,0,4.76,,,,,,,,,,,,,
26/02/2019 22:00,26/02/2019 22:00,0,0,0,4.037,,,,,,,,,,,,,
26/02/2019 23:00,26/02/2019 23:00,0,0,0,3.392,,,,,,,,,,,,,
27/02/2019 00:00,27/02/2019 00:00,0,0,0,2.836,,,,,,,,,,,,,
27/02/2019 01:00,27/02/2019 01:00,0,0,0,2.471,,,,,,,,,,,,,
27/02/2019 02:00,27/02/2019 02:00,0,0,0,2.365,,,,,,,,,,,,,
27/02/2019 03:00,27/02/2019 03:00,0,0,0,2.642,,,,,,,,,,,,,
27/02/2019 04:00,27/02/2019 04:00,0,0,0,3.018,,,,,,,,,,,,,
27/02/2019 05:00,27/02/2019 05:00,0,0,0,3.573,,,,,,,,,,,,,
27/02/2019 06:00,27/02/2019 06:00,0,0,0,4.004,,,,,,,,,,,,,
27/02/2019 07:00,27/02/2019 07:00,0.008,0.002,0.016,4.049,,,,,,,,,,,,,
27/02/2019 08:00,27/02/2019 08:00,0.046,0.007,0.055,4.464,,,,,,,,,,,,,
27/02/2019 09:00,27/02/2019 09:00,0.138,0.039,0.12,5.487,,,,,,,,,,,,,
27/02/2019 10:00,27/02/2019 10:00,0.406,0.305,0.15,7.608,,,,,,,,,,,,,
27/02/2019 11:00,27/02/2019 11:00,0.654,0.691,0.091,10.479,,,,,,,,,,,,,
27/02/2019 12:00,27/02/2019 12:00,0.653,0.704,0.086,12.652,,,,,,,,,,,,,
27/02/2019 13:00,27/02/2019 13:00,0.598,0.635,0.084,13.967,,,,,,,,,,,,,
27/02/2019 14:00,27/02/2019 14:00,0.49,0.497,0.079,14.244,,,,,,,,,,,,,
27/02/2019 15:00,27/02/2019 15:00,0.327,0.307,0.07,13.684,,,,,,,,,,,,,
27/02/2019 16:00,27/02/2019 16:00,0.121,0.098,0.047,11.151,,,,,,,,,,,,,
27/02/2019 17:00,27/02/2019 17:00,0,0.002,0.003,8.311,,,,,,,,,,,,,
27/02/2019 18:00,27/02/2019 18:00,0,0,0,7.095,,,,,,,,,,,,,
27/02/2019 19:00,27/02/2019 19:00,0,0,0,6.204,,,,,,,,,,,,,
27/02/2019 20:00,27/02/2019 20:00,0,0,0,5.424,,,,,,,,,,,,,
27/02/2019 21:00,27/02/2019 21:00,0,0,0,4.684,,,,,,,,,,,,,
27/02/2019 22:00,27/02/2019 22:00,0,0,0,3.996,,,,,,,,,,,,,
27/02/2019 23:00,27/02/2019 23:00,0,0,0,3.536,,,,,,,,,,,,,
28/02/2019 00:00,28/02/2019 00:00,0,0,0,3.827,,,,,,,,,,,,,
28/02/2019 01:00,28/02/2019 01:00,0,0,0,4.788,,,,,,,,,,,,,
28/02/2019 02:00,28/02/2019 02:00,0,0,0,5.294,,,,,,,,,,,,,
28/02/2019 03:00,28/02/2019 03:00,0,0,0,5.034,,,,,,,,,,,,,
28/02/2019 04:00,28/02/2019 04:00,0,0,0,4.883,,,,,,,,,,,,,
28/02/2019 05:00,28/02/2019 05:00,0,0,0,4.897,,,,,,,,,,,,,
28/02/2019 06:00,28/02/2019 06:00,0,0,0,4.936,,,,,,,,,,,,,
28/02/2019 07:00,28/02/2019 07:00,0.007,0.001,0.016,5.338,,,,,,,,,,,,,
28/02/2019 08:00,28/02/2019 08:00,0.027,0.002,0.039,6.312,,,,,,,,,,,,,
28/02/2019 09:00,28/02/2019 09:00,0.044,0.003,0.058,7.425,,,,,,,,,,,,,
28/02/2019 10:00,28/02/2019 10:00,0.071,0.005,0.086,8.321,,,,,,,,,,,,,
28/02/2019 11:00,28/02/2019 11:00,0.112,0.01,0.125,9.155,,,,,,,,,,,,,
28/02/2019 12:00,28/02/2019 12:00,0.129,0.014,0.138,9.666,,,,,,,,,,,,,
28/02/2019 13:00,28/02/2019 13:00,0.163,0.029,0.16,10.043,,,,,,,,,,,,,
28/02/2019 14:00,28/02/2019 14:00,0.197,0.065,0.161,10.305,,,,,,,,,,,,,
28/02/2019 15:00,28/02/2019 15:00,0.14,0.051,0.114,10.122,,,,,,,,,,,,,
28/02/2019 16:00,28/02/2019 16:00,0.056,0.02,0.055,9.225,,,,,,,,,,,,,
28/02/2019 17:00,28/02/2019 17:00,0,0,0.003,7.816,,,,,,,,,,,,,
28/02/2019 18:00,28/02/2019 18:00,0,0,0,7.492,,,,,,,,,,,,,
28/02/2019 19:00,28/02/2019 19:00,0,0,0,7.255,,,,,,,,,,,,,
28/02/2019 20:00,28/02/2019 20:00,0,0,0,6.99,,,,,,,,,,,,,
28/02/2019 21:00,28/02/2019 21:00,0,0,0,6.786,,,,,,,,,,,,,
28/02/2019 22:00,28/02/2019 22:00,0,0,0,6.622,,,,,,,,,,,,,
28/02/2019 23:00,28/02/2019 23:00,0,0,0,6.396,,,,,,,,,,,,,
01/03/2019 00:00,01/03/2019 00:00,0,0,0,6.254,,,,,,,,,,,,,
01/03/2019 01:00,01/03/2019 01:00,0,0,0,6.261,,,,,,,,,,,,,
01/03/2019 02:00,01/03/2019 02:00,0,0,0,6.234,,,,,,,,,,,,,
01/03/2019 03:00,01/03/2019 03:00,0,0,0,6.032,,,,,,,,,,,,,
01/03/2019 04:00,01/03/2019 04:00,0,0,0,5.79,,,,,,,,,,,,,
01/03/2019 05:00,01/03/2019 05:00,0,0,0,5.524,,,,,,,,,,,,,
01/03/2019 06:00,01/03/2019 06:00,0,0,0.001,5.176,,,,,,,,,,,,,
01/03/2019 07:00,01/03/2019 07:00,0.021,0.004,0.03,5.615,,,,,,,,,,,,,
01/03/2019 08:00,01/03/2019 08:00,0.069,0.01,0.077,6.489,,,,,,,,,,,,,
01/03/2019 09:00,01/03/2019 09:00,0.107,0.014,0.114,7.38,,,,,,,,,,,,,
01/03/2019 10:00,01/03/2019 10:00,0.118,0.013,0.128,8.15,,,,,,,,,,,,,
01/03/2019 11:00,01/03/2019 11:00,0.123,0.012,0.134,8.628,,,,,,,,,,,,,
01/03/2019 12:00,01/03/2019 12:00,0.16,0.021,0.164,9.156,,,,,,,,,,,,,
01/03/2019 13:00,01/03/2019 13:00,0.127,0.014,0.136,9.5,,,,,,,,,,,,,
01/03/2019 14:00,01/03/2019 14:00,0.095,0.009,0.107,9.533,,,,,,,,,,,,,
01/03/2019 15:00,01/03/2019 15:00,0.044,0.003,0.057,9.246,,,,,,,,,,,,,
01/03/2019 16:00,01/03/2019 16:00,0.012,0.001,0.023,8.662,,,,,,,,,,,,,
01/03/2019 17:00,01/03/2019 17:00,0,0,0.002,7.958,,,,,,,,,,,,,
01/03/2019 18:00,01/03/2019 18:00,0,0,0,7.651,,,,,,,,,,,,,
