
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/03/2019 19:00,01/03/2019 19:00,0,0,0,6.534,,,,,,,,,,,,,
01/03/2019 20:00,01/03/2019 20:00,0,0,0,5.758,,,,,,,,,,,,,
01/03/2019 21:00,01/03/2019 21:00,0,0,0,5.514,,,,,,,,,,,,,
01/03/2019 22:00,01/03/2019 22:00,0,0,0,5.375,,,,,,,,,,,,,
01/03/2019 23:00,01/03/2019 23:00,0,0,0,5.325,,,,,,,,,,,,,
02/03/2019 00:00,02/03/2019 00:00,0,0,0,5.437,,,,,,,,,,,,,
02/03/2019 01:00,02/03/2019 01:00,0,0,0,5.618,,,,,,,,,,,,,
02/03/2019 02:00,02/03/2019 02:00,0,0,0,5.842,,,,,,,,,,,,,
02/03/2019 03:00,02/03/2019 03:00,0,0,0,6.015,,,,,,,,,,,,,
02/03/2019 04:00,02/03/2019 04:00,0,0,0,6.153,,,,,,,,,,,,,
02/03/2019 05:00,02/03/2019 05:00,0,0,0,6.13,,,,,,,,,,,,,
02/03/2019 06:00,02/03/2019 06:00,0,0,0.001,6.224,,,,,,,,,,,,,
02/03/2019 07:00,02/03/2019 07:00,0.027,0.008,0.034,6.934,,,,,,,,,,,,,
02/03/2019 08:00,02/03/2019 08:00,0.136,0.058,0.1,7.841,,,,,,,,,,,,,
02/03/2019 09:00,02/03/2019 09:00,0.316,0.218,0.136,8.722,,,,,,,,,,,,,
02/03/2019 10:00,02/03/2019 10:00,0.581,0.577,0.102,9.805,,,,,,,,,,,,,
02/03/2019 11:00,02/03/2019 11:00,0.667,0.709,0.093,10.948,,,,,,,,,,,,,
02/03/2019 12:00,02/03/2019 12:00,0.627,0.638,0.111,11.509,,,,,,,,,,,,,
02/03/2019 13:00,02/03/2019 13:00,0.417,0.31,0.168,11.368,,,,,,,,,,,,,
02/03/2019 14:00,02/03/2019 14:00,0.117,0.024,0.117,10.512,,,,,,,,,,,,,
02/03/2019 15:00,02/03/2019 15:00,0.117,0.035,0.106,10.145,,,,,,,,,,,,,
02/03/2019 16:00,02/03/2019 16:00,0.032,0.007,0.041,9.565,,,,,,,,,,,,,
02/03/2019 17:00,02/03/2019 17:00,0,0,0.002,9.092,,,,,,,,,,,,,
02/03/2019 18:00,02/03/2019 18:00,0,0,0,9.142,,,,,,,,,,,,,
02/03/2019 19:00,02/03/2019 19:00,0,0,0,9.329,,,,,,,,,,,,,
02/03/2019 20:00,02/03/2019 20:00,0,0,0,9.49,,,,,,,,,,,,,
02/03/2019 21:00,02/03/2019 21:00,0,0,0,9.567,,,,,,,,,,,,,
02/03/2019 22:00,02/03/2019 22:00,0,0,0,9.379,,,,,,,,,,,,,
02/03/2019 23:00,02/03/2019 23:00,0,0,0,8.762,,,,,,,,,,,,,
03/03/2019 00:00,03/03/2019 00:00,0,0,0,7.816,,,,,,,,,,,,,
03/03/2019 01:00,03/03/2019 01:00,0,0,0,6.84,,,,,,,,,,,,,
03/03/2019 02:00,03/03/2019 02:00,0,0,0,6.263,,,,,,,,,,,,,
03/03/2019 03:00,03/03/2019 03:00,0,0,0,6.089,,,,,,,,,,,,,
03/03/2019 04:00,03/03/2019 04:00,0,0,0,6.331,,,,,,,,,,,,,
03/03/2019 05:00,03/03/2019 05:00,0,0,0,6.528,,,,,,,,,,,,,
03/03/2019 06:00,03/03/2019 06:00,0,0,0,6.582,,,,,,,,,,,,,
03/03/2019 07:00,03/03/2019 07:00,0.012,0.001,0.022,6.923,,,,,,,,,,,,,
03/03/2019 08:00,03/03/2019 08:00,0.049,0.004,0.062,7.737,,,,,,,,,,,,,
03/03/2019 09:00,03/03/2019 09:00,0.079,0.006,0.094,8.794,,,,,,,,,,,,,
03/03/2019 10:00,03/03/2019 10:00,0.072,0.004,0.089,9.699,,,,,,,,,,,,,
03/03/2019 11:00,03/03/2019 11:00,0.07,0.003,0.087,10.285,,,,,,,,,,,,,
03/03/2019 12:00,03/03/2019 12:00,0.048,0.002,0.064,10.372,,,,,,,,,,,,,
03/03/2019 13:00,03/03/2019 13:00,0.054,0.002,0.07,10.2,,,,,,,,,,,,,
03/03/2019 14:00,03/03/2019 14:00,0.091,0.007,0.106,10.208,,,,,,,,,,,,,
03/03/2019 15:00,03/03/2019 15:00,0.046,0.003,0.061,9.931,,,,,,,,,,,,,
03/03/2019 16:00,03/03/2019 16:00,0.003,0,0.011,9.677,,,,,,,,,,,,,
03/03/2019 17:00,03/03/2019 17:00,0,0,0,10.018,,,,,,,,,,,,,
03/03/2019 18:00,03/03/2019 18:00,0,0,0,10.17,,,,,,,,,,,,,
03/03/2019 19:00,03/03/2019 19:00,0,0,0,9.355,,,,,,,,,,,,,
03/03/2019 20:00,03/03/2019 20:00,0,0,0,7.723,,,,,,,,,,,,,
03/03/2019 21:00,03/03/2019 21:00,0,0,0,6.609,,,,,,,,,,,,,
03/03/2019 22:00,03/03/2019 22:00,0,0,0,6.079,,,,,,,,,,,,,
03/03/2019 23:00,03/03/2019 23:00,0,0,0,5.225,,,,,,,,,,,,,
04/03/2019 00:00,04/03/2019 00:00,0,0,0,4.441,,,,,,,,,,,,,
04/03/2019 01:00,04/03/2019 01:00,0,0,0,3.788,,,,,,,,,,,,,
04/03/2019 02:00,04/03/2019 02:00,0,0,0,2.85,,,,,,,,,,,,,
04/03/2019 03:00,04/03/2019 03:00,0,0,0,1.97,,,,,,,,,,,,,
04/03/2019 04:00,04/03/2019 04:00,0,0,0,1.549,,,,,,,,,,,,,
04/03/2019 05:00,04/03/2019 05:00,0,0,0,1.587,,,,,,,,,,,,,
04/03/2019 06:00,04/03/2019 06:00,0,0.001,0.003,1.681,,,,,,,,,,,,,
04/03/2019 07:00,04/03/2019 07:00,0.063,0.031,0.048,2.614,,,,,,,,,,,,,
04/03/2019 08:00,04/03/2019 08:00,0.263,0.196,0.093,4.253,,,,,,,,,,,,,
04/03/2019 09:00,04/03/2019 09:00,0.476,0.439,0.096,6.135,,,,,,,,,,,,,
04/03/2019 10:00,04/03/2019 10:00,0.548,0.512,0.117,7.615,,,,,,,,,,,,,
04/03/2019 11:00,04/03/2019 11:00,0.508,0.419,0.161,8.224,,,,,,,,,,,,,
04/03/2019 12:00,04/03/2019 12:00,0.306,0.141,0.2,8.034,,,,,,,,,,,,,
04/03/2019 13:00,04/03/2019 13:00,0.2,0.056,0.17,7.52,,,,,,,,,,,,,
04/03/2019 14:00,04/03/2019 14:00,0.174,0.051,0.147,7.26,,,,,,,,,,,,,
04/03/2019 15:00,04/03/2019 15:00,0.136,0.047,0.111,6.998,,,,,,,,,,,,,
04/03/2019 16:00,04/03/2019 16:00,0.071,0.029,0.061,6.354,,,,,,,,,,,,,
04/03/2019 17:00,04/03/2019 17:00,0.001,0.002,0.006,5.355,,,,,,,,,,,,,
04/03/2019 18:00,04/03/2019 18:00,0,0,0,4.709,,,,,,,,,,,,,
04/03/2019 19:00,04/03/2019 19:00,0,0,0,4.326,,,,,,,,,,,,,
04/03/2019 20:00,04/03/2019 20:00,0,0,0,3.988,,,,,,,,,,,,,
04/03/2019 21:00,04/03/2019 21:00,0,0,0,3.517,,,,,,,,,,,,,
04/03/2019 22:00,04/03/2019 22:00,0,0,0,3.194,,,,,,,,,,,,,
04/03/2019 23:00,04/03/2019 23:00,0,0,0,3.138,,,,,,,,,,,,,
05/03/2019 00:00,05/03/2019 00:00,0,0,0,2.929,,,,,,,,,,,,,
05/03/2019 01:00,05/03/2019 01:00,0,0,0,2.497,,,,,,,,,,,,,
05/03/2019 02:00,05/03/2019 02:00,0,0,0,2.495,,,,,,,,,,,,,
05/03/2019 03:00,05/03/2019 03:00,0,0,0,2.465,,,,,,,,,,,,,
05/03/2019 04:00,05/03/2019 04:00,0,0,0,2.601,,,,,,,,,,,,,
05/03/2019 05:00,05/03/2019 05:00,0,0,0,2.874,,,,,,,,,,,,,
05/03/2019 06:00,05/03/2019 06:00,0,0,0.001,3.052,,,,,,,,,,,,,
05/03/2019 07:00,05/03/2019 07:00,0.014,0.002,0.024,3.337,,,,,,,,,,,,,
05/03/2019 08:00,05/03/2019 08:00,0.079,0.013,0.083,4.057,,,,,,,,,,,,,
05/03/2019 09:00,05/03/2019 09:00,0.24,0.106,0.161,5.681,,,,,,,,,,,,,
05/03/2019 10:00,05/03/2019 10:00,0.467,0.363,0.165,7.705,,,,,,,,,,,,,
05/03/2019 11:00,05/03/2019 11:00,0.491,0.381,0.181,9.001,,,,,,,,,,,,,
05/03/2019 12:00,05/03/2019 12:00,0.366,0.202,0.211,9.382,,,,,,,,,,,,,
05/03/2019 13:00,05/03/2019 13:00,0.286,0.12,0.203,9.425,,,,,,,,,,,,,
05/03/2019 14:00,05/03/2019 14:00,0.15,0.031,0.143,8.976,,,,,,,,,,,,,
05/03/2019 15:00,05/03/2019 15:00,0.068,0.008,0.079,8.253,,,,,,,,,,,,,
05/03/2019 16:00,05/03/2019 16:00,0.022,0.002,0.033,7.376,,,,,,,,,,,,,
05/03/2019 17:00,05/03/2019 17:00,0,0,0.002,6.75,,,,,,,,,,,,,
05/03/2019 18:00,05/03/2019 18:00,0,0,0,6.681,,,,,,,,,,,,,
05/03/2019 19:00,05/03/2019 19:00,0,0,0,6.923,,,,,,,,,,,,,
05/03/2019 20:00,05/03/2019 20:00,0,0,0,7.28,,,,,,,,,,,,,
05/03/2019 21:00,05/03/2019 21:00,0,0,0,7.417,,,,,,,,,,,,,
05/03/2019 22:00,05/03/2019 22:00,0,0,0,7.406,,,,,,,,,,,,,
05/03/2019 23:00,05/03/2019 23:00,0,0,0,7.34,,,,,,,,,,,,,
06/03/2019 00:00,06/03/2019 00:00,0,0,0,7.217,,,,,,,,,,,,,
06/03/2019 01:00,06/03/2019 01:00,0,0,0,6.763,,,,,,,,,,,,,
06/03/2019 02:00,06/03/2019 02:00,0,0,0,6.519,,,,,,,,,,,,,
06/03/2019 03:00,06/03/2019 03:00,0,0,0,6.769,,,,,,,,,,,,,
06/03/2019 04:00,06/03/2019 04:00,0,0,0,7.104,,,,,,,,,,,,,
06/03/2019 05:00,06/03/2019 05:00,0,0,0,7.519,,,,,,,,,,,,,
06/03/2019 06:00,06/03/2019 06:00,0,0,0,8.032,,,,,,,,,,,,,
06/03/2019 07:00,06/03/2019 07:00,0.006,0.001,0.015,8.541,,,,,,,,,,,,,
06/03/2019 08:00,06/03/2019 08:00,0.041,0.003,0.055,9.305,,,,,,,,,,,,,
06/03/2019 09:00,06/03/2019 09:00,0.086,0.008,0.098,9.923,,,,,,,,,,,,,
06/03/2019 10:00,06/03/2019 10:00,0.125,0.015,0.135,10.383,,,,,,,,,,,,,
06/03/2019 11:00,06/03/2019 11:00,0.208,0.049,0.19,10.908,,,,,,,,,,,,,
06/03/2019 12:00,06/03/2019 12:00,0.498,0.384,0.195,11.782,,,,,,,,,,,,,
06/03/2019 13:00,06/03/2019 13:00,0.418,0.291,0.19,12.078,,,,,,,,,,,,,
06/03/2019 14:00,06/03/2019 14:00,0.218,0.08,0.17,11.712,,,,,,,,,,,,,
06/03/2019 15:00,06/03/2019 15:00,0.103,0.021,0.104,11.026,,,,,,,,,,,,,
06/03/2019 16:00,06/03/2019 16:00,0.051,0.011,0.058,10.244,,,,,,,,,,,,,
06/03/2019 17:00,06/03/2019 17:00,0,0.001,0.005,9.462,,,,,,,,,,,,,
06/03/2019 18:00,06/03/2019 18:00,0,0,0,8.979,,,,,,,,,,,,,
06/03/2019 19:00,06/03/2019 19:00,0,0,0,8.492,,,,,,,,,,,,,
06/03/2019 20:00,06/03/2019 20:00,0,0,0,7.721,,,,,,,,,,,,,
06/03/2019 21:00,06/03/2019 21:00,0,0,0,6.771,,,,,,,,,,,,,
06/03/2019 22:00,06/03/2019 22:00,0,0,0,6.008,,,,,,,,,,,,,
06/03/2019 23:00,06/03/2019 23:00,0,0,0,5.326,,,,,,,,,,,,,
07/03/2019 00:00,07/03/2019 00:00,0,0,0,4.391,,,,,,,,,,,,,
07/03/2019 01:00,07/03/2019 01:00,0,0,0,3.643,,,,,,,,,,,,,
07/03/2019 02:00,07/03/2019 02:00,0,0,0,3.286,,,,,,,,,,,,,
07/03/2019 03:00,07/03/2019 03:00,0,0,0,3.143,,,,,,,,,,,,,
07/03/2019 04:00,07/03/2019 04:00,0,0,0,3.243,,,,,,,,,,,,,
07/03/2019 05:00,07/03/2019 05:00,0,0,0,3.312,,,,,,,,,,,,,
07/03/2019 06:00,07/03/2019 06:00,0,0,0.003,3.576,,,,,,,,,,,,,
07/03/2019 07:00,07/03/2019 07:00,0.036,0.008,0.043,4.14,,,,,,,,,,,,,
07/03/2019 08:00,07/03/2019 08:00,0.167,0.075,0.115,5.344,,,,,,,,,,,,,
07/03/2019 09:00,07/03/2019 09:00,0.449,0.382,0.122,6.939,,,,,,,,,,,,,
07/03/2019 10:00,07/03/2019 10:00,0.541,0.485,0.136,8.089,,,,,,,,,,,,,
07/03/2019 11:00,07/03/2019 11:00,0.474,0.35,0.189,8.462,,,,,,,,,,,,,
07/03/2019 12:00,07/03/2019 12:00,0.311,0.131,0.217,8.239,,,,,,,,,,,,,
07/03/2019 13:00,07/03/2019 13:00,0.19,0.04,0.175,7.703,,,,,,,,,,,,,
07/03/2019 14:00,07/03/2019 14:00,0.103,0.012,0.112,7.026,,,,,,,,,,,,,
07/03/2019 15:00,07/03/2019 15:00,0.05,0.004,0.063,6.522,,,,,,,,,,,,,
07/03/2019 16:00,07/03/2019 16:00,0.017,0.001,0.028,6.376,,,,,,,,,,,,,
07/03/2019 17:00,07/03/2019 17:00,0,0,0.004,6.252,,,,,,,,,,,,,
07/03/2019 18:00,07/03/2019 18:00,0,0,0,6.079,,,,,,,,,,,,,
07/03/2019 19:00,07/03/2019 19:00,0,0,0,5.937,,,,,,,,,,,,,
07/03/2019 20:00,07/03/2019 20:00,0,0,0,5.848,,,,,,,,,,,,,
07/03/2019 21:00,07/03/2019 21:00,0,0,0,5.327,,,,,,,,,,,,,
07/03/2019 22:00,07/03/2019 22:00,0,0,0,4.651,,,,,,,,,,,,,
07/03/2019 23:00,07/03/2019 23:00,0,0,0,4.028,,,,,,,,,,,,,
08/03/2019 00:00,08/03/2019 00:00,0,0,0,3.739,,,,,,,,,,,,,
08/03/2019 01:00,08/03/2019 01:00,0,0,0,3.446,,,,,,,,,,,,,
08/03/2019 02:00,08/03/2019 02:00,0,0,0,3.225,,,,,,,,,,,,,
08/03/2019 03:00,08/03/2019 03:00,0,0,0,3.064,,,,,,,,,,,,,
08/03/2019 04:00,08/03/2019 04:00,0,0,0,2.956,,,,,,,,,,,,,
08/03/2019 05:00,08/03/2019 05:00,0,0,0,2.942,,,,,,,,,,,,,
08/03/2019 06:00,08/03/2019 06:00,0,0,0.002,3.071,,,,,,,,,,,,,
08/03/2019 07:00,08/03/2019 07:00,0.014,0.001,0.024,3.567,,,,,,,,,,,,,
08/03/2019 08:00,08/03/2019 08:00,0.064,0.007,0.074,4.34,,,,,,,,,,,,,
08/03/2019 09:00,08/03/2019 09:00,0.17,0.04,0.152,5.183,,,,,,,,,,,,,
08/03/2019 10:00,08/03/2019 10:00,0.367,0.194,0.215,6.62,,,,,,,,,,,,,
08/03/2019 11:00,08/03/2019 11:00,0.154,0.021,0.157,7.024,,,,,,,,,,,,,
08/03/2019 12:00,08/03/2019 12:00,0.145,0.016,0.151,7.425,,,,,,,,,,,,,
08/03/2019 13:00,08/03/2019 13:00,0.207,0.045,0.19,8.16,,,,,,,,,,,,,
08/03/2019 14:00,08/03/2019 14:00,0.188,0.047,0.167,8.333,,,,,,,,,,,,,
08/03/2019 15:00,08/03/2019 15:00,0.107,0.02,0.108,7.82,,,,,,,,,,,,,
08/03/2019 16:00,08/03/2019 16:00,0.057,0.012,0.063,7.082,,,,,,,,,,,,,
08/03/2019 17:00,08/03/2019 17:00,0.002,0.001,0.008,6.298,,,,,,,,,,,,,
08/03/2019 18:00,08/03/2019 18:00,0,0,0,6.322,,,,,,,,,,,,,
08/03/2019 19:00,08/03/2019 19:00,0,0,0,7.169,,,,,,,,,,,,,
08/03/2019 20:00,08/03/2019 20:00,0,0,0,7.865,,,,,,,,,,,,,
08/03/2019 21:00,08/03/2019 21:00,0,0,0,8.19,,,,,,,,,,,,,
08/03/2019 22:00,08/03/2019 22:00,0,0,0,7.923,,,,,,,,,,,,,
08/03/2019 23:00,08/03/2019 23:00,0,0,0,6.766,,,,,,,,,,,,,
09/03/2019 00:00,09/03/2019 00:00,0,0,0,5.486,,,,,,,,,,,,,
09/03/2019 01:00,09/03/2019 01:00,0,0,0,4.683,,,,,,,,,,,,,
09/03/2019 02:00,09/03/2019 02:00,0,0,0,4.033,,,,,,,,,,,,,
09/03/2019 03:00,09/03/2019 03:00,0,0,0,3.73,,,,,,,,,,,,,
09/03/2019 04:00,09/03/2019 04:00,0,0,0,3.734,,,,,,,,,,,,,
09/03/2019 05:00,09/03/2019 05:00,0,0,0,4.064,,,,,,,,,,,,,
09/03/2019 06:00,09/03/2019 06:00,0,0,0.004,4.427,,,,,,,,,,,,,
09/03/2019 07:00,09/03/2019 07:00,0.054,0.018,0.053,5.236,,,,,,,,,,,,,
09/03/2019 08:00,09/03/2019 08:00,0.228,0.143,0.112,6.87,,,,,,,,,,,,,
09/03/2019 09:00,09/03/2019 09:00,0.431,0.367,0.121,8.725,,,,,,,,,,,,,
09/03/2019 10:00,09/03/2019 10:00,0.521,0.463,0.139,9.972,,,,,,,,,,,,,
09/03/2019 11:00,09/03/2019 11:00,0.407,0.267,0.196,10.34,,,,,,,,,,,,,
09/03/2019 12:00,09/03/2019 12:00,0.393,0.245,0.202,10.325,,,,,,,,,,,,,
09/03/2019 13:00,09/03/2019 13:00,0.468,0.371,0.167,10.275,,,,,,,,,,,,,
09/03/2019 14:00,09/03/2019 14:00,0.36,0.251,0.156,9.811,,,,,,,,,,,,,
09/03/2019 15:00,09/03/2019 15:00,0.163,0.064,0.125,8.945,,,,,,,,,,,,,
09/03/2019 16:00,09/03/2019 16:00,0.042,0.007,0.051,7.891,,,,,,,,,,,,,
09/03/2019 17:00,09/03/2019 17:00,0.001,0,0.006,6.897,,,,,,,,,,,,,
09/03/2019 18:00,09/03/2019 18:00,0,0,0,6.161,,,,,,,,,,,,,
09/03/2019 19:00,09/03/2019 19:00,0,0,0,5.544,,,,,,,,,,,,,
09/03/2019 20:00,09/03/2019 20:00,0,0,0,5.143,,,,,,,,,,,,,
09/03/2019 21:00,09/03/2019 21:00,0,0,0,4.824,,,,,,,,,,,,,
09/03/2019 22:00,09/03/2019 22:00,0,0,0,4.533,,,,,,,,,,,,,
09/03/2019 23:00,09/03/2019 23:00,0,0,0,4.356,,,,,,,,,,,,,
10/03/2019 00:00,10/03/2019 00:00,0,0,0,4.447,,,,,,,,,,,,,
10/03/2019 01:00,10/03/2019 01:00,0,0,0,4.291,,,,,,,,,,,,,
10/03/2019 02:00,10/03/2019 02:00,0,0,0,4.01,,,,,,,,,,,,,
10/03/2019 03:00,10/03/2019 03:00,0,0,0,4.576,,,,,,,,,,,,,
10/03/2019 04:00,10/03/2019 04:00,0,0,0,5.543,,,,,,,,,,,,,
10/03/2019 05:00,10/03/2019 05:00,0,0,0,5.881,,,,,,,,,,,,,
10/03/2019 06:00,10/03/2019 06:00,0,0,0.001,5.238,,,,,,,,,,,,,
10/03/2019 07:00,10/03/2019 07:00,0.038,0.007,0.046,3.444,,,,,,,,,,,,,
10/03/2019 08:00,10/03/2019 08:00,0.144,0.048,0.116,3.619,,,,,,,,,,,,,
10/03/2019 09:00,10/03/2019 09:00,0.216,0.08,0.161,4.773,,,,,,,,,,,,,
10/03/2019 10:00,10/03/2019 10:00,0.341,0.184,0.193,5.966,,,,,,,,,,,,,
10/03/2019 11:00,10/03/2019 11:00,0.573,0.501,0.157,6.999,,,,,,,,,,,,,
10/03/2019 12:00,10/03/2019 12:00,0.562,0.49,0.155,7.394,,,,,,,,,,,,,
10/03/2019 13:00,10/03/2019 13:00,0.57,0.521,0.134,7.428,,,,,,,,,,,,,
10/03/2019 14:00,10/03/2019 14:00,0.399,0.297,0.149,7.049,,,,,,,,,,,,,
10/03/2019 15:00,10/03/2019 15:00,0.182,0.077,0.129,6.285,,,,,,,,,,,,,
10/03/2019 16:00,10/03/2019 16:00,0.054,0.011,0.06,5.305,,,,,,,,,,,,,
10/03/2019 17:00,10/03/2019 17:00,0.002,0.001,0.008,4.332,,,,,,,,,,,,,
10/03/2019 18:00,10/03/2019 18:00,0,0,0,3.761,,,,,,,,,,,,,
10/03/2019 19:00,10/03/2019 19:00,0,0,0,3.475,,,,,,,,,,,,,
10/03/2019 20:00,10/03/2019 20:00,0,0,0,3.235,,,,,,,,,,,,,
10/03/2019 21:00,10/03/2019 21:00,0,0,0,2.935,,,,,,,,,,,,,
10/03/2019 22:00,10/03/2019 22:00,0,0,0,2.618,,,,,,,,,,,,,
10/03/2019 23:00,10/03/2019 23:00,0,0,0,2.318,,,,,,,,,,,,,
11/03/2019 00:00,11/03/2019 00:00,0,0,0,2.189,,,,,,,,,,,,,
11/03/2019 01:00,11/03/2019 01:00,0,0,0,2.208,,,,,,,,,,,,,
11/03/2019 02:00,11/03/2019 02:00,0,0,0,2.154,,,,,,,,,,,,,
11/03/2019 03:00,11/03/2019 03:00,0,0,0,2.111,,,,,,,,,,,,,
11/03/2019 04:00,11/03/2019 04:00,0,0,0,2.081,,,,,,,,,,,,,
11/03/2019 05:00,11/03/2019 05:00,0,0,0,1.97,,,,,,,,,,,,,
11/03/2019 06:00,11/03/2019 06:00,0.003,0.003,0.008,1.853,,,,,,,,,,,,,
11/03/2019 07:00,11/03/2019 07:00,0.131,0.092,0.057,2.438,,,,,,,,,,,,,
11/03/2019 08:00,11/03/2019 08:00,0.349,0.308,0.074,3.828,,,,,,,,,,,,,
11/03/2019 09:00,11/03/2019 09:00,0.534,0.528,0.075,5.426,,,,,,,,,,,,,
11/03/2019 10:00,11/03/2019 10:00,0.663,0.702,0.074,6.779,,,,,,,,,,,,,
11/03/2019 11:00,11/03/2019 11:00,0.727,0.798,0.073,7.718,,,,,,,,,,,,,
11/03/2019 12:00,11/03/2019 12:00,0.727,0.8,0.074,8.328,,,,,,,,,,,,,
11/03/2019 13:00,11/03/2019 13:00,0.663,0.707,0.078,8.655,,,,,,,,,,,,,
11/03/2019 14:00,11/03/2019 14:00,0.531,0.529,0.082,8.675,,,,,,,,,,,,,
11/03/2019 15:00,11/03/2019 15:00,0.37,0.338,0.078,8.397,,,,,,,,,,,,,
11/03/2019 16:00,11/03/2019 16:00,0.148,0.104,0.068,7.529,,,,,,,,,,,,,
11/03/2019 17:00,11/03/2019 17:00,0.008,0.005,0.013,5.676,,,,,,,,,,,,,
11/03/2019 18:00,11/03/2019 18:00,0,0,0,5.181,,,,,,,,,,,,,
11/03/2019 19:00,11/03/2019 19:00,0,0,0,5.314,,,,,,,,,,,,,
11/03/2019 20:00,11/03/2019 20:00,0,0,0,5.206,,,,,,,,,,,,,
11/03/2019 21:00,11/03/2019 21:00,0,0,0,5.116,,,,,,,,,,,,,
11/03/2019 22:00,11/03/2019 22:00,0,0,0,5.087,,,,,,,,,,,,,
11/03/2019 23:00,11/03/2019 23:00,0,0,0,5.18,,,,,,,,,,,,,
12/03/2019 00:00,12/03/2019 00:00,0,0,0,5.3,,,,,,,,,,,,,
12/03/2019 01:00,12/03/2019 01:00,0,0,0,5.524,,,,,,,,,,,,,
12/03/2019 02:00,12/03/2019 02:00,0,0,0,6.052,,,,,,,,,,,,,
12/03/2019 03:00,12/03/2019 03:00,0,0,0,6.46,,,,,,,,,,,,,
12/03/2019 04:00,12/03/2019 04:00,0,0,0,6.761,,,,,,,,,,,,,
12/03/2019 05:00,12/03/2019 05:00,0,0,0,7.037,,,,,,,,,,,,,
12/03/2019 06:00,12/03/2019 06:00,0,0,0.001,7.269,,,,,,,,,,,,,
12/03/2019 07:00,12/03/2019 07:00,0.004,0,0.012,7.474,,,,,,,,,,,,,
12/03/2019 08:00,12/03/2019 08:00,0.015,0.001,0.027,7.673,,,,,,,,,,,,,
12/03/2019 09:00,12/03/2019 09:00,0.03,0.001,0.044,7.812,,,,,,,,,,,,,
12/03/2019 10:00,12/03/2019 10:00,0.054,0.002,0.07,7.931,,,,,,,,,,,,,
12/03/2019 11:00,12/03/2019 11:00,0.082,0.003,0.098,7.636,,,,,,,,,,,,,
12/03/2019 12:00,12/03/2019 12:00,0.07,0.003,0.086,6.325,,,,,,,,,,,,,
12/03/2019 13:00,12/03/2019 13:00,0.079,0.003,0.093,4.299,,,,,,,,,,,,,
12/03/2019 14:00,12/03/2019 14:00,0.067,0.003,0.081,3.816,,,,,,,,,,,,,
12/03/2019 15:00,12/03/2019 15:00,0.115,0.016,0.118,4.648,,,,,,,,,,,,,
12/03/2019 16:00,12/03/2019 16:00,0.082,0.019,0.082,5.139,,,,,,,,,,,,,
12/03/2019 17:00,12/03/2019 17:00,0.009,0.003,0.016,4.857,,,,,,,,,,,,,
12/03/2019 18:00,12/03/2019 18:00,0,0,0,4.674,,,,,,,,,,,,,
12/03/2019 19:00,12/03/2019 19:00,0,0,0,4.428,,,,,,,,,,,,,
12/03/2019 20:00,12/03/2019 20:00,0,0,0,3.939,,,,,,,,,,,,,
12/03/2019 21:00,12/03/2019 21:00,0,0,0,3.828,,,,,,,,,,,,,
12/03/2019 22:00,12/03/2019 22:00,0,0,0,4.133,,,,,,,,,,,,,
12/03/2019 23:00,12/03/2019 23:00,0,0,0,4.339,,,,,,,,,,,,,
13/03/2019 00:00,13/03/2019 00:00,0,0,0,4.327,,,,,,,,,,,,,
13/03/2019 01:00,13/03/2019 01:00,0,0,0,4.274,,,,,,,,,,,,,
13/03/2019 02:00,13/03/2019 02:00,0,0,0,4.23,,,,,,,,,,,,,
13/03/2019 03:00,13/03/2019 03:00,0,0,0,4.273,,,,,,,,,,,,,
13/03/2019 04:00,13/03/2019 04:00,0,0,0,4.41,,,,,,,,,,,,,
13/03/2019 05:00,13/03/2019 05:00,0,0,0,4.572,,,,,,,,,,,,,
13/03/2019 06:00,13/03/2019 06:00,0.003,0.001,0.009,4.768,,,,,,,,,,,,,
13/03/2019 07:00,13/03/2019 07:00,0.078,0.031,0.065,5.396,,,,,,,,,,,,,
13/03/2019 08:00,13/03/2019 08:00,0.219,0.128,0.118,6.408,,,,,,,,,,,,,
13/03/2019 09:00,13/03/2019 09:00,0.379,0.284,0.14,7.426,,,,,,,,,,,,,
13/03/2019 10:00,13/03/2019 10:00,0.543,0.493,0.131,8.249,,,,,,,,,,,,,
13/03/2019 11:00,13/03/2019 11:00,0.61,0.584,0.129,8.762,,,,,,,,,,,,,
13/03/2019 12:00,13/03/2019 12:00,0.613,0.589,0.129,9.025,,,,,,,,,,,,,
13/03/2019 13:00,13/03/2019 13:00,0.574,0.544,0.123,9.108,,,,,,,,,,,,,
13/03/2019 14:00,13/03/2019 14:00,0.476,0.425,0.117,9,,,,,,,,,,,,,
13/03/2019 15:00,13/03/2019 15:00,0.288,0.207,0.116,8.577,,,,,,,,,,,,,
13/03/2019 16:00,13/03/2019 16:00,0.1,0.043,0.078,7.829,,,,,,,,,,,,,
13/03/2019 17:00,13/03/2019 17:00,0.004,0.002,0.011,6.878,,,,,,,,,,,,,
13/03/2019 18:00,13/03/2019 18:00,0,0,0,6.254,,,,,,,,,,,,,
13/03/2019 19:00,13/03/2019 19:00,0,0,0,5.86,,,,,,,,,,,,,
13/03/2019 20:00,13/03/2019 20:00,0,0,0,5.437,,,,,,,,,,,,,
13/03/2019 21:00,13/03/2019 21:00,0,0,0,5.206,,,,,,,,,,,,,
13/03/2019 22:00,13/03/2019 22:00,0,0,0,5.092,,,,,,,,,,,,,
